Полный адрес,Адрес ТП,Источник теплоснабжения,Балансодержатель,UNOM,ЦТП,Вид ТП,№ ОДС,geoData,geodata_center,id_administration,id_Municipal,ID ODS
"город Москва, Открытое шоссе, дом 29, корпус 9","Открытое шоссе, д.27, корп.8, стр.1",ТЭЦ №23,ПАО «МОЭК»,18194.0,04-01-0605/003,ЦТП,ОДС №15-Метрогородок,"{coordinates=[[[37.758701894, 55.829254025], [37.758499936, 55.829284956], [37.758530261, 55.829348202], [37.75861604, 55.82952569], [37.758693614, 55.829687494], [37.758720333, 55.829742766], [37.758922277, 55.829711818], [37.758701894, 55.829254025]]], type=Polygon}","{coordinates=[37.758681551, 55.829436946], type=Point}",1.0,4.0,143494707.0
"город Москва, Никитинская улица, дом 26, корпус 2","Никитинская ул., д.20",ТЭЦ №23,ПАО «МОЭК»,16193.0,04-06-0602/012,ЦТП,ОДС №15-Северное Измайлово,"{coordinates=[[[37.774497258, 55.80734453], [37.775000462, 55.806755676], [37.774813781, 55.806705906], [37.774773117, 55.806752475], [37.774746976, 55.806782478], [37.774647016, 55.80689677], [37.774616396, 55.806932195], [37.774503861, 55.807061059], [37.774476237, 55.807092774], [37.774366726, 55.807218211], [37.774341113, 55.807247923], [37.774303447, 55.807291065], [37.774497258, 55.80734453]]], type=Polygon}","{coordinates=[37.774677344, 55.806996627], type=Point}",1.0,3.0,143494711.0
"город Москва, Щёлковский проезд, дом 3, корпус 3","Никитинская ул., д.16, корп.3",ТЭЦ №23,ПАО «МОЭК»,29873.0,04-06-0602/006,ЦТП,ОДС №15-Северное Измайлово,"{coordinates=[[[37.777340161, 55.804736851], [37.777367915, 55.804084319], [37.777160802, 55.804081655], [37.77715865, 55.804134129], [37.777156886, 55.80417063], [37.777151238, 55.804300684], [37.777149955, 55.804334904], [37.777143827, 55.8044718], [37.777142574, 55.804506019], [37.777136479, 55.804647477], [37.777133045, 55.804734178], [37.777340161, 55.804736851]]], type=Polygon}","{coordinates=[37.777250618, 55.804403352], type=Point}",1.0,3.0,143494711.0
"город Москва, Сиреневый бульвар, дом 3, корпус 2","Никитинская ул., д.25, корп.2",ТЭЦ №23,ПАО «МОЭК»,23725.0,04-06-0602/014,ЦТП,ОДС №15-Северное Измайлово,"{coordinates=[[[37.772444681, 55.803605988], [37.77257506, 55.803133459], [37.772374452, 55.803115931], [37.772351729, 55.803198116], [37.772304311, 55.803370179], [37.772255917, 55.803545095], [37.772244073, 55.80358846], [37.772444681, 55.803605988]]], type=Polygon}","{coordinates=[37.772430751, 55.803284147], type=Point}",1.0,3.0,143494711.0
"город Москва, Никитинская улица, дом 31","Никитинская ул., д.29",ТЭЦ №23,ПАО «МОЭК»,16198.0,04-06-0602/013,ЦТП,ОДС №15-Северное Измайлово,"{coordinates=[[[37.773126353, 55.805511108], [37.773140196, 55.805459459], [37.773226489, 55.805132751], [37.773235873, 55.805098225], [37.773252647, 55.805034026], [37.773052034, 55.805017079], [37.772925737, 55.80549416], [37.773126353, 55.805511108]]], type=Polygon}","{coordinates=[37.773080755, 55.805296105], type=Point}",1.0,3.0,143494711.0
"город Москва, Никитинская улица, дом 31, корпус 1","Никитинская ул., д.27, стр.1",ТЭЦ №23,ПАО «МОЭК»,16199.0,04-06-0602/087,ЦТП,ОДС №15-Северное Измайлово,"{coordinates=[[[37.771828292, 55.804664181], [37.771627681, 55.804647231], [37.771576837, 55.804837835], [37.771509753, 55.805089215], [37.771337499, 55.805732646], [37.771538147, 55.805749604], [37.77157515, 55.805610929], [37.771622025, 55.805436016], [37.77167087, 55.805253398], [37.771718259, 55.805076774], [37.771763658, 55.804905004], [37.77179621, 55.804784591], [37.771814967, 55.804714118], [37.771828292, 55.804664181]]], type=Polygon}","{coordinates=[37.771590336, 55.805171307], type=Point}",1.0,3.0,143494711.0
"город Москва, Никитинская улица, дом 37","Никитинская ул., д.35, корп.1",ТЭЦ №23,ПАО «МОЭК»,16203.0,04-06-0602/018,ЦТП,ОДС №15-Северное Измайлово,"{coordinates=[[[37.772897775, 55.807285075], [37.773064617, 55.806672161], [37.772873091, 55.806655473], [37.772852861, 55.8067291], [37.772806957, 55.806899441], [37.772764997, 55.80705495], [37.772726497, 55.80719762], [37.772710711, 55.807256404], [37.772707251, 55.807269525], [37.772897775, 55.807285075]]], type=Polygon}","{coordinates=[37.77288378, 55.806977196], type=Point}",1.0,3.0,143494711.0
"город Москва, Щёлковское шоссе, дом 8","Щёлковское шоссе, д.10, стр.1А",ТЭЦ №23,ПАО «МОЭК»,29882.0,04-06-0603/037,ЦТП,ОДС №15-Северное Измайлово,"{coordinates=[[[37.761541509, 55.804471192], [37.761553566, 55.804457475], [37.761586727, 55.804418907], [37.76163142, 55.804367482], [37.761637972, 55.804359768], [37.76145992, 55.804310809], [37.761461747, 55.804206717], [37.761458021, 55.804101787], [37.761456748, 55.804065284], [37.761451889, 55.803944385], [37.761217998, 55.803947162], [37.761227854, 55.804209495], [37.761248099, 55.804209452], [37.761214405, 55.804243179], [37.761077952, 55.804205823], [37.760992553, 55.80430439], [37.760981489, 55.804317246], [37.761541509, 55.804471192]]], type=Polygon}","{coordinates=[37.761344762, 55.804208085], type=Point}",1.0,3.0,143494711.0
"город Москва, Щёлковский проезд, дом 7, корпус 2","Щёлковский пр., д.3, корп.1",ТЭЦ №23,ПАО «МОЭК»,29875.0,04-06-0602/004,ЦТП,ОДС №15-Северное Измайлово,"{coordinates=[[[37.777526673, 55.805547159], [37.777559323, 55.805508878], [37.777584404, 55.805479447], [37.77769691, 55.805348011], [37.777720508, 55.805320302], [37.777832486, 55.805189438], [37.77785859, 55.805159153], [37.777964045, 55.805035435], [37.777988661, 55.805006294], [37.778024805, 55.804964295], [37.777843178, 55.804915086], [37.777345044, 55.80549795], [37.777526673, 55.805547159]]], type=Polygon}","{coordinates=[37.777664642, 55.80525487], type=Point}",1.0,3.0,143494711.0
"город Москва, Щёлковское шоссе, дом 12, корпус 3","Сиреневый бульв., д.3, корп.3, стр.1",ТЭЦ №23,ПАО «МОЭК»,29888.0,04-06-0602/015,ЦТП,ОДС №15-Северное Измайлово,"{coordinates=[[[37.769473298, 55.805312421], [37.769336495, 55.80529828], [37.769283772, 55.805295154], [37.769082253, 55.806027338], [37.768810726, 55.806007969], [37.768787154, 55.806117519], [37.768876323, 55.806125315], [37.768854612, 55.806206347], [37.769326783, 55.80624182], [37.769342519, 55.806170826], [37.769358822, 55.806115735], [37.769342127, 55.80611399], [37.76931221, 55.806111811], [37.769232683, 55.806106283], [37.769246389, 55.806038952], [37.769280824, 55.806041157], [37.769301445, 55.805963525], [37.769339989, 55.805804453], [37.769356272, 55.805744701], [37.76939381, 55.805605456], [37.7694032, 55.805571508], [37.769441708, 55.805428841], [37.769451585, 55.805393173], [37.769473298, 55.805312421]]], type=Polygon}","{coordinates=[37.769249975, 55.805774577], type=Point}",1.0,3.0,143494711.0
"город Москва, Щёлковское шоссе, дом 24","Щёлковский пр., д.15, корп.2",ТЭЦ №23,ПАО «МОЭК»,29898.0,04-06-0602/022-1,ЦТП,ОДС №15-Северное Измайлово,"{coordinates=[[[37.775796701, 55.808220801], [37.775900253, 55.8081122], [37.775745449, 55.808065209], [37.775530304, 55.80799982], [37.775237997, 55.807911501], [37.775153275, 55.807885737], [37.775055751, 55.80798805], [37.77504972, 55.807994336], [37.775796701, 55.808220801]]], type=Polygon}","{coordinates=[37.775406764, 55.808032515], type=Point}",1.0,3.0,143494711.0
"город Москва, Щёлковское шоссе, дом 18","Щёлковское шоссе, д.18",ТЭЦ №23,ПАО «МОЭК»,29893.0,04-06-0602/017,ЦТП,ОДС №15-Северное Измайлово,"{coordinates=[[[37.771526181, 55.806943623], [37.77154693, 55.806868294], [37.771595331, 55.806693098], [37.771642258, 55.806525596], [37.771656596, 55.806473385], [37.771453915, 55.80645558], [37.771323528, 55.806925827], [37.771526181, 55.806943623]]], type=Polygon}","{coordinates=[37.77146745, 55.806780696], type=Point}",1.0,3.0,143494711.0
"город Москва, Щёлковское шоссе, дом 24, корпус 1","Щёлковское шоссе, д.24, стр.3",ТЭЦ №23,ПАО «МОЭК»,29899.0,04-06-0602/022-2,ИТП,ОДС №15-Северное Измайлово,"{coordinates=[[[37.776189522, 55.808206227], [37.776402583, 55.807973049], [37.776325452, 55.807950129], [37.776203682, 55.807914185], [37.776127793, 55.807996481], [37.776096828, 55.807987427], [37.77604259, 55.808048], [37.776072522, 55.808056494], [37.776059938, 55.808069925], [37.775990602, 55.808145074], [37.776189522, 55.808206227]]], type=Polygon}","{coordinates=[37.776193215, 55.808063209], type=Point}",1.0,3.0,143494711.0
"город Москва, Щёлковское шоссе, дом 26, корпус 3","Щёлковское шоссе, д.26, корп.3, стр.1",ТЭЦ №23,ПАО «МОЭК»,64098.0,04-06-0603/046,ЦТП,ОДС №15-Северное Измайлово,"{coordinates=[[[37.780617929, 55.808877932], [37.78067185, 55.808879571], [37.780669202, 55.808898686], [37.780887638, 55.808902715], [37.780889833, 55.808882014], [37.78105499, 55.808885648], [37.78105177, 55.80890579], [37.781169091, 55.808908862], [37.781171083, 55.808854985], [37.781193305, 55.808855907], [37.781189123, 55.808904125], [37.781297124, 55.808905923], [37.781306919, 55.808790157], [37.78139513, 55.808791465], [37.781396884, 55.808716455], [37.781371462, 55.808716473], [37.781374253, 55.80866236], [37.781403102, 55.808662195], [37.781410555, 55.808502706], [37.781382474, 55.8085015], [37.781385835, 55.808472721], [37.781216645, 55.808469126], [37.781212677, 55.808497798], [37.781185202, 55.8084967], [37.781181685, 55.808526958], [37.781095907, 55.808526081], [37.781092644, 55.80858463], [37.781177464, 55.80858722], [37.781173564, 55.808618164], [37.781214809, 55.808620948], [37.781210201, 55.808708257], [37.781177927, 55.808708569], [37.781170663, 55.808781473], [37.781052733, 55.808778292], [37.781051063, 55.808789671], [37.780950713, 55.808787345], [37.780952419, 55.808777102], [37.780667699, 55.808769622], [37.780666896, 55.808783037], [37.780622453, 55.808781193], [37.780617929, 55.808877932]]], type=Polygon}","{coordinates=[37.781292241, 55.808685309], type=Point}",1.0,3.0,143494711.0
"город Москва, улица Красный Казанец, дом 17","Вешняковская ул., д.26, корп.2, стр.3",ТЭЦ №22,ПАО «МОЭК»,11750.0,04-04-0212/025,ЦТП,ОДС №16-Вешняки,"{coordinates=[[[37.81619242, 55.71827455], [37.815497608, 55.718440704], [37.815445993, 55.718452962], [37.814389074, 55.718705816], [37.814466306, 55.718812052], [37.814654483, 55.718766911], [37.814887962, 55.718710826], [37.814991986, 55.718685858], [37.8152842, 55.71861505], [37.815476371, 55.718569649], [37.815786052, 55.718494752], [37.815874989, 55.718473417], [37.816180701, 55.718399877], [37.816269638, 55.718378541], [37.81619242, 55.71827455]]], type=Polygon}","{coordinates=[37.815372996, 55.7185322], type=Point}",1.0,5.0,143494729.0
"город Москва, улица Молдагуловой, дом 22, корпус 3","ул. Молдагуловой, д.22, стр.4",ТЭЦ №22,ПАО «МОЭК»,14963.0,04-04-0212/008,ЦТП,ОДС №16-Вешняки,"{coordinates=[[[37.820737275, 55.720316847], [37.820958809, 55.72048242], [37.820980301, 55.720499501], [37.821186046, 55.72065345], [37.821245284, 55.720697307], [37.821463831, 55.720859755], [37.821623193, 55.720791076], [37.821418267, 55.720640269], [37.821379844, 55.720612076], [37.821212881, 55.720489461], [37.821084915, 55.720395485], [37.821050708, 55.720370609], [37.820886744, 55.720251371], [37.820737275, 55.720316847]]], type=Polygon}","{coordinates=[37.821179362, 55.720555789], type=Point}",1.0,5.0,143494729.0
"город Москва, улица Молдагуловой, дом 16, корпус 2","Снайперская ул., д.3, стр.2",ТЭЦ №22,ПАО «МОЭК»,14958.0,04-04-0212/005,ЦТП,ОДС №16-Вешняки,"{coordinates=[[[37.817482545, 55.72313577], [37.816505229, 55.72222619], [37.816088272, 55.721829819], [37.815913719, 55.721891345], [37.816377199, 55.722333853], [37.816744328, 55.722668377], [37.817313516, 55.723191895], [37.817482545, 55.72313577]]], type=Polygon}","{coordinates=[37.816680695, 55.722501115], type=Point}",1.0,5.0,143494729.0
"город Москва, улица Молдагуловой, дом 16, корпус 3","ул. Молдагуловой, д.16Б",ТЭЦ №22,ПАО «МОЭК»,82032.0,04-04-0212/085,ИТП,ОДС №16-Вешняки,"{coordinates=[[[37.816556062, 55.7215199], [37.816460865, 55.72155114], [37.816447425, 55.721538095], [37.816211909, 55.721615385], [37.816224706, 55.721627809], [37.816165276, 55.721647312], [37.816248462, 55.721728064], [37.816299087, 55.72171145], [37.816316045, 55.721727911], [37.816364469, 55.72171202], [37.816404463, 55.721750843], [37.816464993, 55.721730979], [37.816449316, 55.721715761], [37.816481231, 55.721705286], [37.816458196, 55.721682925], [37.816504419, 55.721667756], [37.816486502, 55.721650363], [37.816633425, 55.721602147], [37.816652302, 55.721620471], [37.816701826, 55.721604219], [37.81674278, 55.721643973], [37.816799458, 55.721625373], [37.816778022, 55.721604564], [37.816812688, 55.721593187], [37.816790613, 55.721571757], [37.816836835, 55.721556588], [37.816821158, 55.721541369], [37.816915804, 55.721510308], [37.816830378, 55.721427382], [37.816786907, 55.721441649], [37.816777309, 55.72143233], [37.816544863, 55.721509029], [37.816556062, 55.7215199]]], type=Polygon}","{coordinates=[37.816556926, 55.721582472], type=Point}",1.0,5.0,143494729.0
"город Москва, Сиреневый бульвар, дом 39","11-я Парковая ул., д.42, корп.1, стр.1",ТЭЦ №23,ПАО «МОЭК»,23767.0,04-06-0604/016,ЦТП,ОДС №16-Северное Измайлово,"{coordinates=[[[37.805957518, 55.803560811], [37.807042974, 55.803570648], [37.807046323, 55.803453983], [37.80596087, 55.803444137], [37.805957518, 55.803560811]]], type=Polygon}","{coordinates=[37.806501921, 55.803507397], type=Point}",1.0,3.0,143494734.0
"город Москва, Сиреневый бульвар, дом 47","Сиреневый бульв., д.43А, стр.1",ТЭЦ №23,ПАО «МОЭК»,23782.0,04-06-0604/018,ЦТП,ОДС №16-Северное Измайлово,"{coordinates=[[[37.810078745, 55.803605228], [37.811152044, 55.803617349], [37.811156289, 55.803497567], [37.810082994, 55.803485447], [37.810078745, 55.803605228]]], type=Polygon}","{coordinates=[37.810617518, 55.803551397], type=Point}",1.0,3.0,143494734.0
"город Москва, 9-я Парковая улица, дом 66, корпус 4","9-я Парковая ул., д.66, корп.4",ТЭЦ №23,ПАО «МОЭК»,2115444.0,04-06-0603/005,ЦТП,ОДС №16-Северное Измайлово,"{coordinates=[[[37.800957685, 55.807486513], [37.801125809, 55.807488101], [37.80112502, 55.807518898], [37.801248624, 55.807519482], [37.801259033, 55.807520208], [37.801263283, 55.807489459], [37.801382093, 55.807490604], [37.801387304, 55.807378813], [37.801247528, 55.807377563], [37.801137097, 55.807376575], [37.800963928, 55.807375279], [37.800898207, 55.807375266], [37.800898393, 55.807415936], [37.800898588, 55.80744103], [37.800960385, 55.807440879], [37.800957685, 55.807486513]]], type=Polygon}","{coordinates=[37.801171187, 55.807463772], type=Point}",1.0,3.0,143494734.0
